MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,556,Fasteners,Nails,Common Nails,1516356,FA-1933,FA-1933 8D COMMON NAIL 3in 25 LB BOX,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fastenal Company,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,FA-1933,,Fasteners & Nails & Common Nails,"UNRESOLVED — needs manual review, Common Nails, FA-19338D",COMMON NAILS FA-1933 8D SIZE COMMON NAIL,"UNRESOLVED — needs manual review FA-1933 Common Nails, 8D","UNRESOLVED — needs manual review Common Nails, FA-1933, 8D, Common, 3 in Length, 25 lb Weight","Common Nails, 8D",,,,,,,,,,,,,,,,,,,,,,,,,,,Common Nails,Size,8D,,Nail Type,Common,,Length,3,in,Weight,25,lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,557,Plumbing,Fittings & Valves,Unions,1516357,PL-1413,PL-1413 1 UNION BRS 125#,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Watts,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PL-1413,,Plumbing & Fittings & Valves & Unions,"UNRESOLVED — needs manual review, Unions, PL-14131",UNIONS PL-1413 1 IN SIZE UNION FITTING T,"UNRESOLVED — needs manual review PL-1413 Unions, Brass, 1","UNRESOLVED — needs manual review Unions, PL-1413, 1 in Size, Union, Brass, 125 # Pressure Rating","Unions, Brass, 1",,,,,,,,,,,,,,,,,,,,,,,,,,,Unions,Size,1,in,Fitting Type,Union,,Material,Brass,,Pressure Rating,125,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,558,HVAC,Air Filters,Pleated Air Filters,1516358,HV-1150,HV-1150 16X25X1 MERV8 PLEATED FILTR,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Honeywell Inc,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,HV-1150,,HVAC & Air Filters & Pleated Air Filters,"UNRESOLVED — needs manual review, Pleated Air Filters, HV-115016",PLEATED AIR FIL HV-1150 16 SIZE 16 IN WI,"UNRESOLVED — needs manual review HV-1150 Pleated Air Filters, 16","UNRESOLVED — needs manual review Pleated Air Filters, HV-1150, 16, 16 in Width, 25 in Length, 1 in Thickness, 8","Pleated Air Filters, 16",,,,,,,,,,,,,,,,,,,,,,,,,,,Pleated Air Filters,Size,16,,Width,16,in,Length,25,in,Thickness,1,in,MERV Rating,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,559,Plumbing,Fittings & Valves,Ball Valves,1516359,VLV-1729,VLV-1729 1/2IN BALL VLV BRS FIP,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Eaton,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,VLV-1729,,Plumbing & Fittings & Valves & Ball Valves,"UNRESOLVED — needs manual review, Ball Valves, VLV-17291/2",BALL VALVES VLV-1729 1/2 IN SIZE BALL VA,"UNRESOLVED — needs manual review VLV-1729 Ball Valves, Brass, 1/2","UNRESOLVED — needs manual review Ball Valves, VLV-1729, 1/2 in Size, Ball Valve, Brass, FIP","Ball Valves, Brass, 1/2",,,,,,,,,,,,,,,,,,,,,,,,,,,Ball Valves,Size,1/2,in,Valve Type,Ball Valve,,Material,Brass,,Connection Type,FIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,560,Plumbing,Fittings & Valves,Couplings,1516360,PL-1286,PL-1286 1 CPLG BRS 150#,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Watts Regulator Co,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PL-1286,,Plumbing & Fittings & Valves & Couplings,"UNRESOLVED — needs manual review, Couplings, PL-12861",COUPLINGS PL-1286 1 IN SIZE COUPLING FIT,"UNRESOLVED — needs manual review PL-1286 Couplings, Brass, 1","UNRESOLVED — needs manual review Couplings, PL-1286, 1 in Size, Coupling, Brass, 150 # Pressure Rating","Couplings, Brass, 1",,,,,,,,,,,,,,,,,,,,,,,,,,,Couplings,Size,1,in,Fitting Type,Coupling,,Material,Brass,,Pressure Rating,150,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,561,Hardware,General Hardware,Assorted Hardware,1516361,UNK-9011,MISC HDW ASSTD,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,UNK-9011,,Hardware & General Hardware & Assorted Hardware,"UNRESOLVED — needs manual review, Assorted Hardware, UNK-9011",ASSORTED HARDWA UNK-9011 MIXED MATERIAL,"UNRESOLVED — needs manual review UNK-9011 Assorted Hardware, Mixed","UNRESOLVED — needs manual review Assorted Hardware, UNK-9011, Mixed","Assorted Hardware, Mixed",,,,,,,,,,,,,,,,,,,,,,,,,,,Assorted Hardware,Material,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,562,Electrical,Wire & Cable,Data Cable,1516362,CBL-1800,CBL-1800 CAT6 PATCH CABLE 500FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Belden,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,CBL-1800,,Electrical & Wire & Cable & Data Cable,"UNRESOLVED — needs manual review, Data Cable, CBL-1800",DATA CABLE CBL-1800 500 FT LENGTH 500 BE,UNRESOLVED — needs manual review CBL-1800 Data Cable,"UNRESOLVED — needs manual review Data Cable, CBL-1800, 500 ft Length, 500, CAT6 Patch Cable",Data Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Cable,Length,500,ft,Beam Distance,500,,Cable Type,CAT6 Patch Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,563,Electrical,Wire & Cable,Romex Wire,1516363,EL-1845,EL-1845 10/3 NM-B ROMEX 250FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,EL-1845,,Electrical & Wire & Cable & Romex Wire,"UNRESOLVED — needs manual review, Romex Wire, EL-1845",ROMEX WIRE EL-1845 250 FT LENGTH 250 BEA,UNRESOLVED — needs manual review EL-1845 Romex Wire,"UNRESOLVED — needs manual review Romex Wire, EL-1845, 250 ft Length, 250, 10/3, NM-B Romex",Romex Wire,,,,,,,,,,,,,,,,,,,,,,,,,,,Romex Wire,Length,250,ft,Beam Distance,250,,Wire Gauge,10/3,,Cable Type,NM-B Romex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,564,Electrical,Wire & Cable,Data Cable,1516364,CBL-1311,CBL-1311 CAT5 CABLE 500FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Belden,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,CBL-1311,,Electrical & Wire & Cable & Data Cable,"UNRESOLVED — needs manual review, Data Cable, CBL-1311",DATA CABLE CBL-1311 500 FT LENGTH 500 BE,UNRESOLVED — needs manual review CBL-1311 Data Cable,"UNRESOLVED — needs manual review Data Cable, CBL-1311, 500 ft Length, 500, CAT5",Data Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Cable,Length,500,ft,Beam Distance,500,,Cable Type,CAT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,565,Uncategorized,,,1516365,UNK-9010,PT NO ILLEGIBLE SEE PIC,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,UNK-9010,,Uncategorized,"UNRESOLVED — needs manual review, Uncategorized, UNK-9010",UNCATEGORIZED UNK-9010,UNRESOLVED — needs manual review UNK-9010 Uncategorized,"UNRESOLVED — needs manual review Uncategorized, UNK-9010",Uncategorized,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,566,Safety,Personal Protective Equipment,Disposable Gloves,1516366,SF2-1429,SF2-1429 NITRILE GLOVES PF XL 50CT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Ansell,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,SF2-1429,,Safety & Personal Protective Equipment & Disposable Gloves,"UNRESOLVED — needs manual review, Disposable Gloves, SF2-1429XL",DISPOSABLE GLOV SF2-1429 NITRILE MATERIA,"UNRESOLVED — needs manual review SF2-1429 Disposable Gloves, Nitrile, XL","UNRESOLVED — needs manual review Disposable Gloves, SF2-1429, Nitrile, Yes, XL, 50 ct Pack Quantity","Disposable Gloves, Nitrile, XL",,,,,,,,,,,,,,,,,,,,,,,,,,,Disposable Gloves,Material,Nitrile,,Powder-Free,Yes,,Size,XL,,Pack Quantity,50,ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,567,Uncategorized,,,1516367,UNK-9004,PT NO ILLEGIBLE SEE PIC,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Grainger Industrial Supply,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,UNK-9004,,Uncategorized,"UNRESOLVED — needs manual review, Uncategorized, UNK-9004",UNCATEGORIZED UNK-9004,UNRESOLVED — needs manual review UNK-9004 Uncategorized,"UNRESOLVED — needs manual review Uncategorized, UNK-9004",Uncategorized,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,568,Appliances,Small Appliances,Microwaves,1516368,MW-1532,MW-1532 COUNTERTOP MICROWAVE 1214W,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,GE Appliances,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,MW-1532,,Appliances & Small Appliances & Microwaves,"UNRESOLVED — needs manual review, Microwaves, MW-1532",MICROWAVES MW-1532 1214 W WATTAGE COUNTE,"UNRESOLVED — needs manual review MW-1532 Microwaves, 1214","UNRESOLVED — needs manual review Microwaves, MW-1532, 1214 W Wattage, Countertop",Microwaves,,,,,,,,,,,,,,,,,,,,,,,,,,,Microwaves,Wattage,1214,W,Mounting Type,Countertop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,569,HVAC,Thermostats,Digital Thermostats,1516369,HV-1059,HV-1059 PROGRAMMABLE THERMOSTAT 5-2 DAY DIGITAL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Honeywell Inc,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,HV-1059,,HVAC & Thermostats & Digital Thermostats,"UNRESOLVED — needs manual review, Digital Thermostats, HV-1059",DIGITAL THERMOS HV-1059 YES PROGRAMMABLE,UNRESOLVED — needs manual review HV-1059 Digital Thermostats,"UNRESOLVED — needs manual review Digital Thermostats, HV-1059, Yes, 5-2 Day, Digital",Digital Thermostats,,,,,,,,,,,,,,,,,,,,,,,,,,,Digital Thermostats,Programmable,Yes,,Schedule,5-2 Day,,Display Type,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,570,Safety,Personal Protective Equipment,Safety Glasses,1516370,SF-1643,SF-1643 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,3M Co.,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,SF-1643,,Safety & Personal Protective Equipment & Safety Glasses,"UNRESOLVED — needs manual review, Safety Glasses, SF-1643",SAFETY GLASSES SF-1643 ANTI-FOG LENS COA,UNRESOLVED — needs manual review SF-1643 Safety Glasses,"UNRESOLVED — needs manual review Safety Glasses, SF-1643, Anti-Fog, Clear, ANSI Z87.1",Safety Glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,Safety Glasses,Lens Coating,Anti-Fog,,Lens Color,Clear,,Safety Standard,ANSI Z87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,571,Automotive,Batteries,Automotive Batteries,1516371,AU-1740,AU-1740 12V AGM BATTERY GRP 65 607CCA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Interstate,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,AU-1740,,Automotive & Batteries & Automotive Batteries,"UNRESOLVED — needs manual review, Automotive Batteries, AU-1740",AUTOMOTIVE BATT AU-1740 12 V VOLTAGE AGM,"UNRESOLVED — needs manual review AU-1740 Automotive Batteries, 12","UNRESOLVED — needs manual review Automotive Batteries, AU-1740, 12 V Voltage, AGM, 65, 607 CCA Cold Cranking Amps",Automotive Batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,Automotive Batteries,Voltage,12,V,Battery Chemistry,AGM,,Group Size,65,,Cold Cranking Amps,607,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,572,Abrasives,Grinding Wheels,Depressed Center Wheels,1516372,AB2-1851,"AB2-1851 9"" GRIND WHL A24 TYPE27",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Norton Abr.,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,AB2-1851,,Abrasives & Grinding Wheels & Depressed Center Wheels,"UNRESOLVED — needs manual review, Depressed Center Wheels, AB2-1851",DEPRESSED CENTE AB2-1851 9 IN DIAMETER A,"UNRESOLVED — needs manual review AB2-1851 Depressed Center Wheels, 24","UNRESOLVED — needs manual review Depressed Center Wheels, AB2-1851, 9 in Diameter, A, 24, Type 27","Depressed Center Wheels, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,Depressed Center Wheels,Diameter,9,in,Abrasive Material,A,,Grit,24,,Wheel Type,Type 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,573,Appliances,Large Appliances,Refrigerators,1516373,RF-1748,RF-1748 SIDE BY SIDE REFRIGERATOR 20 CU FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,LG Electronics,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,RF-1748,,Appliances & Large Appliances & Refrigerators,"UNRESOLVED — needs manual review, Refrigerators, RF-1748",REFRIGERATORS RF-1748 SIDE BY SIDE CONFI,UNRESOLVED — needs manual review RF-1748 Refrigerators,"UNRESOLVED — needs manual review Refrigerators, RF-1748, Side by Side, 20 cu ft Capacity",Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerators,Configuration,Side by Side,,Capacity,20,cu ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
