row_index,mfg_part_num,part_desc,brand_e1,brand_unilog,brand_dib,part_manuf,placeholder_flags,coarse_category,is_dishwasher,classification_method
319,AB-1205,AB-1205 36GRIT SANDING BELT 4.5 IN,,,,3M,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Coated Abrasives > Sanding Belts,False,llm-classified
320,FA-1164,"FA-1164 10D FINISH NAIL 2"" 25 LB BOX",,,,Fastenal Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Fastenal Company', '_distributor_code': None, '_distributor_cluster': 'Fastenal Company'}",Fasteners > Nails > Finish Nails,False,llm-classified
321,HT-1526,HT-1526 8IN ADJ WRENCH CHROME VANADIUM,,,,Klein Tools,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
322,MW-1902,MW-1902 OVER THE RANGE MICROWAVE 1400W,,,,Panasonic Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic Corp', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Cooking Appliances > Microwaves,False,llm-classified
323,MW-1504,MW-1504 COUNTERTOP MICROWAVE 1318W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Cooking Appliances > Microwaves,False,llm-classified
324,PT-1227,PT-1227 12V MAX CORDLESS DRILL DRIVER KIT,,,,DEWALT Industrial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT Industrial', '_distributor_code': None, '_distributor_cluster': 'DEWALT Industrial'}",Tools > Power Tools > Drill Driver Kits,False,llm-classified
325,PT-1296,PT-1296 20V CORDLESS IMPACT DRIVER KIT,,,,DEWALT Industrial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT Industrial', '_distributor_code': None, '_distributor_cluster': 'DEWALT Industrial'}",Tools > Power Tools > Impact Driver Kits,False,llm-classified
326,PL2-1613,PL2-1613 1IN COPPER TEE CXCXC,,,,Nibco Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco Inc', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Tees,False,llm-classified
327,MW-1750,MW-1750 COUNTERTOP MICROWAVE 1033W,,,,Panasonic Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic Corp', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Cooking Appliances > Microwaves,False,llm-classified
328,LB-1140,LB-1140 A19 LED 9W 5000K  3PK,,,,Signify NA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify NA', '_distributor_code': None, '_distributor_cluster': 'Signify NA'}",Lighting > Bulb > LED Bulbs,False,llm-classified
329,AU-1333,AU-1333 12V AGM BATTERY GRP 24 786CCA,,,,Interstate Batteries,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Batteries', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries > AGM Batteries,False,llm-classified
330,EL2-1945,EL2-1945 GFCI RECEPT 15A 125V TR WHT,,,,Leviton Mfg,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Mfg', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > GFCI Receptacles,False,llm-classified
331,HV-1944,HV-1944 20X20X1 MERV8 PLEATED FILTR,,,,Honeywell International,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell International', '_distributor_code': None, '_distributor_cluster': 'Honeywell International'}",HVAC > Air Filters > Pleated Filters,False,llm-classified
332,EL2-1808,EL2-1808 DECORA SWITCH 20A WHT,,,,Leviton Manufacturing,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Manufacturing', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Switches,False,llm-classified
333,TOOL2-1009,TOOL2-1009 M12 RECIPROCATING SAW KIT,,,,Milwaukee,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee', '_distributor_code': None, '_distributor_cluster': 'Milwaukee'}",Tools > Power Tools > Reciprocating Saws,False,llm-classified
334,ADH-1257,ADH-1257 CONSTRUCTION ADHESIVE 3OZ TUBE,,,,Henkel Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corp', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Construction Adhesives > Adhesive Tubes,False,llm-classified
335,AB-1383,"AB-1383 80GRIT CUT-OFF WHL 4.5""",,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Cut-Off Wheels > Cut-Off Wheels,False,llm-classified
336,DW-1965,DW-1965 TOP CONTROL DISHWASHER 40 dBA BLACK STAINLESS,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
337,EL-1420,EL-1420 10/3 NM-B ROMEX 250FT,,,,Southwire Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire Co.', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > NM-B Wire,False,llm-classified
338,RF-1959,RF-1959 TOP FREEZER REFRIGERATOR 25 CU FT,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
339,MW-1887,MW-1887 COUNTERTOP MICROWAVE 1091W,,,,Panasonic,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Cooking Appliances > Microwaves,False,llm-classified
340,AB2-1295,AB2-1295 7 IN CUT WHL METAL,,,,Norton Abrasives,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton Abrasives', '_distributor_code': None, '_distributor_cluster': 'Norton Abrasives'}",Abrasives > Cut-Off Wheels > Metal Cut-Off Wheels,False,llm-classified
341,SF-1277,SF-1277 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
342,AB-1316,"AB-1316 40GRIT CUT-OFF WHL 4""",,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Cut-Off Wheels > Cut-Off Wheels,False,llm-classified
343,HV-1493,HV-1493 25X20X1 MERV11 PLEATED FILTR,,,,Honeywell Intl,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Intl', '_distributor_code': None, '_distributor_cluster': 'Honeywell Intl'}",HVAC > Air Filters > Pleated Filters,False,llm-classified
344,PL2-1043,PL2-1043 3/4IN COPPER TEE CXCXC,,,,Nibco,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Tees,False,llm-classified
345,DW-1594,DW-1594 FRONT CONTROL DISHWASHER 44 dBA STAINLESS STEEL,,,,Bosch,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Bosch', '_distributor_code': None, '_distributor_cluster': 'Bosch'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
346,LB-1329,LB-1329 A19 LED 12W 3000K DIMMABLE 6PK,,,,Philips Lighting,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Philips Lighting', '_distributor_code': None, '_distributor_cluster': 'Philips Lighting'}",Lighting > Bulb > LED Bulbs,False,llm-classified
347,MW-1063,MW-1063 OVER THE RANGE MICROWAVE 1412W,,,,Panasonic Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic Corp', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Cooking Appliances > Microwaves,False,llm-classified
348,HT-1356,HT-1356 8in ADJ WRENCH CHROME VANADIUM,,,,Klein Tools Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools Inc', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
349,AB-1287,AB-1287 100GRIT CUT-OFF WHL 4in,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Cut-Off Wheels > Cut-Off Wheels,False,llm-classified
350,EL-1388,EL-1388 10/3 NM-B ROMEX 250 FT,,,,Southwire Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire Co.', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > NM-B Wire,False,llm-classified
351,SF-1577,SF-1577 SAFETY GLASSES CLR ANTI-FOG ANSI Z87.1,,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
352,BM-1726,BM-1726 5/8IN OSB SUBFLR 4X8 SHEET,,,,Georgia Pacific Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia Pacific Corp', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Hardware > Building Materials > OSB Subflooring,False,llm-classified
353,JN-1012,JN-1012 24 IN MICROFIBER FLAT MOP,,,,Rubbermaid Comm,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid Comm', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid Commercial'}",Janitorial > Floor Care > Flat Mops,False,llm-classified
354,TOOL2-1084,TOOL2-1084 M12 RECIPROCATING SAW KIT,,,,Milwaukee Electric Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee Electric Tool', '_distributor_code': None, '_distributor_cluster': 'Milwaukee Electric Tool'}",Tools > Power Tools > Reciprocating Saws,False,llm-classified
355,EL2-1586,EL2-1586 DECORA ROCKER SWITCH 20A WHT,,,,Leviton Mfg,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Mfg', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Switches,False,llm-classified
356,MW-1984,MW-1984 COUNTERTOP MICROWAVE 1191W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Cooking Appliances > Microwaves,False,llm-classified
357,RF-1142,RF-1142 FRENCH DOOR REFRIGERATOR 28 CU FT,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
358,EL2-1226,EL2-1226 DECORA SWITCH 15A WHITE,,,,Leviton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Switches,False,llm-classified
359,CBL-1343,CBL-1343 CAT5 PATCH CABLE 500FT,,,,Belden Incorporated,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden Incorporated', '_distributor_code': None, '_distributor_cluster': 'Belden Incorporated'}",Electrical > Networking > Patch Cables,False,llm-classified
360,AB2-1885,AB2-1885 9-IN FLAP DISC 40GRIT,,,,Norton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton', '_distributor_code': None, '_distributor_cluster': 'Norton'}",Abrasives > Grinding & Finishing > Flap Discs,False,llm-classified
361,PT2-1276,PT2-1276 7.25 in. CIRC SAW 15A CORDED,,,,Makita USA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita USA', '_distributor_code': None, '_distributor_cluster': 'Makita USA'}",Tools > Power Tools > Circular Saws,False,llm-classified
362,JN-1173,JN-1173 18 IN MICROFIBER FLAT MOP,,,,Rubbermaid,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid'}",Janitorial > Floor Care > Mops,False,llm-classified
363,BM-1516,BM-1516 3/4IN OSB SHEATHING 4X8 SHEET,,,,Georgia Pacific Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia Pacific Corp', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Hardware > Building Materials > OSB Panels,False,llm-classified
364,AB2-1718,AB2-1718 4-IN FLAP DISC 40GRIT,,,,Norton Abrasives,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton Abrasives', '_distributor_code': None, '_distributor_cluster': 'Norton Abrasives'}",Abrasives > Grinding & Finishing > Flap Discs,False,llm-classified
365,MW-1198,MW-1198 COUNTERTOP MICROWAVE 1393W,,,,Panasonic,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Kitchen > Microwaves,False,llm-classified
366,DW-1720,DW-1720 BUILT-IN DISHWASHER 48 dBA BLACK STAINLESS,,,,LG Electronics,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'LG Electronics', '_distributor_code': None, '_distributor_cluster': 'LG Electronics'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
367,CBL-1598,CBL-1598 CAT5 PATCH CABLE 500FT,,,,Belden,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden', '_distributor_code': None, '_distributor_cluster': 'Belden Inc'}",Electrical > Networking & Cords > Patch Cables,False,llm-classified
368,SF2-1340,SF2-1340 NITRILE GLOVE PF SM 50CT,,,,Ansell,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Ansell', '_distributor_code': None, '_distributor_cluster': 'Ansell Ltd'}",Safety > Personal Protective Equipment > Disposable Gloves,False,llm-classified
369,EL2-1903,EL2-1903 DECORA ROCKER SWITCH 15A WHT,,,,Leviton Manufacturing,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Manufacturing', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Switches,False,llm-classified
370,AU-1045,AU-1045 12V AGM BATTERY GRP 24 501CCA,,,,Interstate Battery Sys,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Battery Sys', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries & Power > Automotive Batteries,False,llm-classified
371,LG-1963,LG-1963 40V CORDLESS STRING TRIMMER,,,,EGO Power Plus,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO Power Plus', '_distributor_code': None, '_distributor_cluster': 'EGO Power Plus'}",Outdoor > Lawn Care > String Trimmers,False,llm-classified
372,BM-1076,BM-1076 3/4IN OSB SUBFLR 4X8 SHEET,,,,Georgia Pacific Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia Pacific Corp', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Hardware > Building Materials > OSB Panels,False,llm-classified
373,EL2-1651,EL2-1651 GFCI RECEPT 20A 125V TR WHT,,,,Leviton Manufacturing,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Manufacturing', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Receptacles,False,llm-classified
374,FAS2-1509,FAS2-1509 ANGLE BRACKET GALV,,,,Simpson Strong Tie Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong Tie Co', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Fasteners > Structural Fasteners > Brackets,False,llm-classified
375,SF-1230,SF-1230 SAFETY GLASSES CLR ANTI-FOG ANSI Z87.1,,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Personal Protective Equipment > Safety Glasses,False,llm-classified
376,PT-1235,PT-1235 12V CORDLESS DRILL DRIVER KIT,,,,DeWalt Ind. Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DeWalt Ind. Tool', '_distributor_code': None, '_distributor_cluster': 'DeWalt Ind. Tool'}",Tools > Power Tools > Drill Drivers,False,llm-classified
